Unnamed: 0,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,time_category,day_category,cab_category,days_passed,distance_km,shortest_distance_m,travel_time_s,lat_box,lon_box,box_id
1539,10.9,2009-01-20 01:55:24+00:00,-73.97872,40.765949,-73.974812,40.726772,1,0,0,0,19,4.3687059238401496,6883.0,1265.0,2,1,2_1
1541,10.5,2009-01-20 13:14:00+00:00,-73.99959,40.733362,-73.981923,40.714547,1,2,0,0,19,2.5677923761857944,3435.0,957.0,1,0,1_0
1542,5.3,2009-01-20 09:46:00+00:00,-73.953523,40.76502,-73.962968,40.765767,3,1,0,0,19,0.7997629630349553,1190.0,310.0,2,1,2_1
1544,4.5,2009-01-20 21:54:00+00:00,-73.988683,40.756372,-73.97759,40.752608,1,3,0,0,19,1.0238378194460849,1707.0,516.0,2,0,2_0
1546,7.3,2009-01-20 17:25:00+00:00,-73.952928,40.772515000000006,-73.980052,40.780518,1,1,0,0,19,2.4511847899242367,3036.0,644.0,2,1,2_1
1547,6.5,2009-01-20 20:09:00+00:00,-73.97805699999999,40.778702,-73.97886700000001,40.763375,1,3,0,0,19,1.7056490946979497,3069.0,695.0,2,1,2_1
1549,5.7,2009-01-20 18:04:46+00:00,-73.954889,40.76742,-73.968937,40.764334000000005,1,1,0,0,19,1.231843478267692,1736.0,440.0,2,1,2_1
1550,5.3,2009-01-20 13:51:39+00:00,-73.973102,40.75643,-73.964237,40.770345,1,2,0,0,19,1.7179929770570346,2186.0,579.0,2,1,2_1
1551,6.9,2009-01-20 07:52:32+00:00,-73.97887800000001,40.736916,-73.973238,40.759376,1,0,0,0,19,2.542229004310256,3247.0,720.0,1,1,1_1
1552,6.1,2009-01-21 00:59:00+00:00,-73.98639,40.776097,-73.987802,40.76097,2,0,0,0,19,1.6862435117243864,2322.0,533.0,2,0,2_0
1553,9.3,2009-01-21 11:47:16+00:00,-73.979352,40.762553,-73.97528100000001,40.751336,1,2,0,0,20,1.2935485488765928,1863.0,579.0,2,1,2_1
1554,6.5,2009-01-21 09:53:09+00:00,-74.00359300000001,40.723705,-73.993928,40.746289,1,1,0,0,20,2.6399627741201104,3040.0,597.0,1,0,1_0
1555,4.9,2009-01-21 17:23:00+00:00,-73.994185,40.751128,-73.986473,40.757447,1,1,0,0,20,0.956911710521958,1167.0,399.0,2,0,2_0
1556,6.9,2009-01-21 12:46:00+00:00,-74.006473,40.716368,-73.996747,40.719473,1,2,0,0,20,0.8894340397165234,1263.0,397.0,1,0,1_0
1559,15.3,2009-01-21 18:16:39+00:00,-73.981658,40.765016,-73.95406,40.784389,1,1,0,0,20,3.168767873863827,3980.0,828.0,2,1,2_1
1560,13.4,2009-01-22 00:02:50+00:00,-73.97098100000001,40.755643,-73.94176800000001,40.76155,1,0,0,0,20,2.546669511592817,5117.0,772.0,2,1,2_1
1561,9.3,2009-01-21 18:08:00+00:00,-73.965683,40.763268,-73.972587,40.781022,2,1,0,0,20,2.0579822492702875,3148.0,624.0,2,1,2_1
1563,6.9,2009-01-21 22:57:00+00:00,-73.98343,40.773635,-73.955652,40.7669,2,3,0,0,20,2.4561875661220705,3372.0,800.0,2,0,2_0
1564,11.8,2009-01-21 20:41:27+00:00,-73.986204,40.756245,-73.9743,40.791068,1,3,0,0,20,3.999786371392872,6614.0,984.0,2,0,2_0
1566,7.7,2009-01-21 08:47:00+00:00,-73.99119,40.75592,-73.99573000000001,40.739887,1,1,0,0,20,1.8233490625429536,2268.0,571.0,2,0,2_0
1569,4.9,2009-01-21 09:28:00+00:00,-73.95434499999999,40.779673,-73.962265,40.775448,1,1,0,0,20,0.815747668695499,1341.0,378.0,2,1,2_1
1570,9.7,2009-01-21 13:33:28+00:00,-74.00409,40.747862,-73.97400999999999,40.760313,2,2,0,0,20,2.887293980923602,4003.0,1022.0,1,0,1_0
1571,6.6,2009-01-21 22:01:12+00:00,-73.964831,40.764298,-73.976959,40.762764,1,3,0,0,20,1.0355675838142515,1458.0,451.0,2,1,2_1
1573,9.3,2009-01-21 17:38:00+00:00,-73.95885799999999,40.783623,-73.954003,40.763995,5,1,0,1,20,2.22049396781059,3178.0,792.0,2,1,2_1
1574,11.9,2009-01-21 19:04:09+00:00,-73.980933,40.733798,-73.956631,40.766978,1,3,0,0,20,4.219329824559155,4908.0,671.0,1,1,1_1
1575,5.9,2009-01-21 19:04:58+00:00,-73.99156500000001,40.750125,-73.98591,40.74106,1,3,0,0,20,1.1148896577406426,1537.0,426.0,2,0,2_0
1576,12.1,2009-01-21 12:50:06+00:00,-73.954617,40.765801,-73.984978,40.728129,1,2,0,0,20,4.908028194287572,6775.0,893.0,2,1,2_1
1577,6.5,2009-01-21 17:22:00+00:00,-73.98853299999999,40.769073,-73.991658,40.753042,1,1,0,0,20,1.8018918628097649,2312.0,576.0,2,0,2_0
1578,11.7,2009-01-21 09:21:34+00:00,-73.98895,40.763236,-73.974908,40.741726,1,1,0,0,20,2.6682911086634444,3831.0,1061.0,2,0,2_0
1579,4.9,2009-01-21 08:14:26+00:00,-73.99068,40.756071,-73.979853,40.756017,1,1,0,0,20,0.9119750072228284,1272.0,432.0,2,0,2_0
1581,6.6,2009-01-21 22:40:34+00:00,-73.953602,40.79077,-73.95382099999999,40.775319,2,3,0,0,20,1.718171753882928,2326.0,542.0,2,1,2_1
1582,10.5,2009-01-21 13:41:00+00:00,-74.004492,40.707102,-73.992812,40.72963,1,2,0,0,20,2.6914656209476058,3247.0,898.0,1,0,1_0
1583,11.3,2009-01-21 08:26:05+00:00,-74.002137,40.709058,-73.991031,40.730839,1,1,0,0,20,2.5964984423232385,2938.0,802.0,1,0,1_0
1584,8.2,2009-01-21 20:07:53+00:00,-73.986632,40.739818,-73.993748,40.720079,1,3,0,0,20,2.275306661267124,2538.0,668.0,1,0,1_0
1586,8.9,2009-01-21 18:12:00+00:00,-74.001927,40.740627,-74.007963,40.71795,5,1,0,1,20,2.572351317309867,2996.0,645.0,1,0,1_0
1587,6.5,2009-01-21 11:47:30+00:00,-73.986574,40.745903000000006,-73.993236,40.729562,1,2,0,0,20,1.901754633678495,2205.0,509.0,1,0,1_0
1588,6.1,2009-01-21 20:46:00+00:00,-73.959558,40.76858,-73.972353,40.750040000000006,2,3,0,0,20,2.326235041676937,2873.0,734.0,2,1,2_1
1589,6.5,2009-01-21 13:19:28+00:00,-73.981184,40.733628,-73.99691700000001,40.725447,1,2,0,0,20,1.6078081276453045,2553.0,613.0,1,1,1_1
1590,7.3,2009-01-21 21:51:00+00:00,-73.953223,40.783218,-73.97488299999999,40.777815,2,3,0,0,20,1.9201527449509663,3011.0,556.0,2,1,2_1
1591,5.7,2009-01-21 20:45:00+00:00,-73.96145200000001,40.756197,-73.974818,40.74475,1,3,0,0,20,1.699356808742709,2241.0,568.0,2,1,2_1
1594,8.5,2009-01-21 09:35:46+00:00,-73.95508199999999,40.769267,-73.970431,40.754768,1,1,0,0,20,2.066489334998825,3038.0,417.0,2,1,2_1
1595,13.5,2009-01-21 19:30:28+00:00,-73.992553,40.724444,-73.958861,40.691692,1,3,0,0,20,4.618249944414405,6619.0,1007.0,1,0,1_0
1596,13.3,2009-01-21 11:06:00+00:00,-73.9498,40.77246,-73.984075,40.761068,1,2,0,0,20,3.152227993330725,5034.0,985.0,2,1,2_1
1597,10.9,2009-01-21 13:43:52+00:00,-73.986712,40.739688,-73.982499,40.773549,1,2,0,0,20,3.781856563768862,4893.0,1315.0,1,0,1_0
1598,6.1,2009-01-21 07:33:00+00:00,-73.966505,40.761462,-73.955877,40.7796,1,0,0,0,20,2.206517735018097,3253.0,675.0,2,1,2_1
1599,6.1,2009-01-21 15:21:44+00:00,-73.97511999999999,40.761375,-73.982724,40.746145,1,2,0,0,20,1.8105757088991528,2066.0,584.0,2,1,2_1
1600,8.7,2009-01-21 19:37:18+00:00,-73.993684,40.735672,-74.008196,40.722804,1,3,0,0,20,1.8821992495805504,3219.0,710.0,1,0,1_0
1602,10.9,2009-01-21 11:00:00+00:00,-73.997923,40.756138,-73.99833000000001,40.730385,1,2,0,0,20,2.863808217149987,3997.0,936.0,2,0,2_0
1603,8.5,2009-01-22 00:25:11+00:00,-74.008023,40.744979,-73.989499,40.74523,1,0,0,0,20,1.5607777159521712,2263.0,569.0,1,0,1_0
1604,7.3,2009-01-21 14:27:22+00:00,-74.007779,40.733826,-74.007006,40.714582,3,2,0,0,20,2.140826444398071,2648.0,665.0,1,0,1_0
1606,7.3,2009-01-21 13:34:45+00:00,-73.998001,40.735838,-74.003938,40.716086,1,2,0,0,20,2.252582815051232,2934.0,688.0,1,0,1_0
1607,5.4,2009-01-21 22:31:30+00:00,-73.98491700000001,40.739587,-73.97308699999999,40.738522,1,3,0,0,20,1.0037028260110474,1367.0,403.0,1,0,1_0
1608,8.1,2009-01-21 10:46:00+00:00,-73.95949499999999,40.782292,-73.974843,40.761988,2,2,0,0,20,2.6014670539833884,2604.0,573.0,2,1,2_1
1609,7.7,2009-01-21 11:23:00+00:00,-73.982263,40.754748,-73.988458,40.738537,5,2,0,1,20,1.876606946639092,2606.0,720.0,2,0,2_0
1611,9.8,2009-01-21 23:19:33+00:00,-73.977184,40.77483,-73.983564,40.745677,1,0,0,0,20,3.2859006730325904,4451.0,1010.0,2,1,2_1
1612,6.1,2009-01-21 07:18:00+00:00,-73.957615,40.774258,-73.973425,40.75518,1,0,0,0,20,2.5046211127824423,4303.0,746.0,2,1,2_1
1613,9.3,2009-01-21 15:29:13+00:00,-73.989621,40.735863,-74.010499,40.709279,1,2,0,0,20,3.4399965903040526,3469.0,823.0,1,0,1_0
1614,16.5,2009-01-21 18:48:00+00:00,-73.978165,40.748833000000005,-73.96764300000001,40.784733,3,1,0,0,20,4.089065991610724,5153.0,1050.0,1,1,1_1
1616,6.5,2009-01-21 18:24:00+00:00,-73.982258,40.768445,-73.98031,40.75169,1,1,0,0,20,1.8702813586989533,2632.0,712.0,2,0,2_0
1620,6.1,2009-01-21 06:19:00+00:00,-73.99414200000001,40.751165,-73.979528,40.761838,6,0,0,1,20,1.709862761160546,2231.0,725.0,2,0,2_0
1621,11.3,2009-01-21 13:12:00+00:00,-73.983007,40.77222,-73.959362,40.771678,1,2,0,0,20,1.9920471863652287,3609.0,777.0,2,0,2_0
1623,8.9,2009-01-21 13:12:00+00:00,-73.99024200000001,40.757085,-73.977857,40.762515,2,2,0,0,20,1.2052687614321422,2825.0,749.0,2,0,2_0
1624,4.9,2009-01-21 16:41:00+00:00,-73.951773,40.773673,-73.954552,40.765443,5,2,0,1,20,0.9445841628069716,1598.0,398.0,2,1,2_1
1625,7.8,2009-01-21 20:26:29+00:00,-73.981628,40.7283,-73.997011,40.741641,1,3,0,0,20,1.969910242678044,2493.0,638.0,1,1,1_1
1626,15.7,2009-01-21 18:00:00+00:00,-74.00869,40.705963,-74.003435,40.722538,1,1,0,0,20,1.8955263726290683,2486.0,757.0,1,0,1_0
1627,17.3,2009-01-21 12:30:02+00:00,-73.982989,40.756608,-73.967496,40.762962,1,2,0,0,20,1.483895641070435,2308.0,637.0,2,0,2_0
1628,5.3,2009-01-21 22:05:21+00:00,-73.978578,40.777375,-73.97715699999999,40.790093,1,3,0,0,20,1.419228900505724,1865.0,423.0,2,1,2_1
1630,13.4,2009-01-22 00:07:40+00:00,-73.979822,40.771048,-73.939828,40.751478000000006,1,0,0,0,20,4.010186020398984,5668.0,1020.0,2,1,2_1
1631,8.1,2009-01-21 07:46:33+00:00,-73.964753,40.763822,-73.945325,40.77408,1,0,0,0,20,1.994459474422664,2679.0,577.0,2,1,2_1
1633,6.1,2009-01-21 22:17:55+00:00,-73.999732,40.717857,-73.982155,40.718879,1,3,0,0,20,1.4856971913026535,2019.0,576.0,1,0,1_0
1635,7.3,2009-01-21 09:20:27+00:00,-73.960572,40.775577,-73.97139,40.760845,1,1,0,0,20,1.87441336902205,2201.0,542.0,2,1,2_1
1637,6.9,2009-01-21 02:53:00+00:00,-74.00379699999999,40.737695,-73.997505,40.719448,5,0,0,1,20,2.097102462861665,2946.0,785.0,1,0,1_0
1640,6.5,2009-01-21 12:07:00+00:00,-73.981583,40.75805,-73.991208,40.755382,1,2,0,0,20,0.8632793036367826,1922.0,609.0,2,1,2_1
1641,14.5,2009-01-21 17:20:00+00:00,-73.95894799999999,40.78346,-73.977575,40.757812,1,1,0,0,20,3.254843247556984,3710.0,878.0,2,1,2_1
1645,5.7,2009-01-22 22:13:00+00:00,-73.964823,40.760215,-73.977725,40.742125,5,3,0,1,21,2.2863413819131666,2287.0,508.0,2,1,2_1
1647,11.7,2009-01-22 19:40:00+00:00,-74.010375,40.709388,-73.99224699999999,40.69352,1,3,0,0,21,2.3342139159893365,3689.0,724.0,1,0,1_0
1648,5.7,2009-01-22 20:09:00+00:00,-73.968057,40.765342,-73.976272,40.754235,5,3,0,1,21,1.4156503268901743,1412.0,346.0,2,1,2_1
1651,10.1,2009-01-22 06:50:02+00:00,-73.99409,40.751265,-74.009684,40.722252000000005,1,0,0,0,21,3.483380119723621,4666.0,926.0,2,0,2_0
1653,10.2,2009-01-22 20:58:58+00:00,-73.960927,40.806985,-73.986274,40.767372,1,3,0,0,21,4.894464394949949,8399.0,919.0,2,1,2_1
1654,4.7,2009-01-22 18:16:59+00:00,-73.989449,40.734309,-73.999561,40.738557,1,1,0,0,21,0.9741631693454894,1589.0,451.0,1,0,1_0
1655,5.7,2009-01-22 16:42:00+00:00,-73.95431500000001,40.784162,-73.943748,40.77635,5,2,0,1,21,1.2434560092476632,1526.0,448.0,2,1,2_1
1656,5.1,2009-01-22 16:54:48+00:00,-73.980132,40.754344,-73.98796899999999,40.743555,2,2,0,0,21,1.3693330842720342,1370.0,341.0,2,1,2_1
1657,6.9,2009-01-22 19:52:00+00:00,-73.983362,40.755475,-73.965452,40.759442,2,3,0,0,21,1.5716926425197912,2269.0,658.0,2,0,2_0
1658,7.1,2009-01-22 17:30:48+00:00,-73.98881800000001,40.739659,-74.004494,40.742286,1,1,0,0,21,1.352603112089577,1668.0,409.0,1,0,1_0
1659,9.4,2009-01-22 22:13:25+00:00,-73.95940300000001,40.763268,-73.991052,40.765569,1,3,0,0,21,2.677702699538906,3840.0,946.0,2,1,2_1
1660,8.9,2009-01-22 06:37:03+00:00,-73.99551,40.733383,-74.012862,40.703187,1,0,0,0,21,3.662284345748008,4304.0,1130.0,1,0,1_0
1661,7.9,2009-01-22 18:13:32+00:00,-73.973373,40.763822,-73.983378,40.751798,1,1,0,0,21,1.5804196986493195,1644.0,448.0,2,1,2_1
1662,6.5,2009-01-22 18:45:00+00:00,-73.968897,40.764318,-73.980712,40.776077,1,1,0,0,21,1.643050159242094,2179.0,485.0,2,1,2_1
1663,5.0,2009-01-22 23:53:22+00:00,-73.98899,40.721722,-74.000469,40.727338,1,0,0,0,21,1.1513875622449523,1263.0,383.0,1,0,1_0
1664,6.9,2009-01-22 08:44:00+00:00,-73.993928,40.748278000000006,-74.00285500000001,40.760807,1,1,0,0,21,1.5831315751389838,2159.0,480.0,1,0,1_0
1666,11.3,2009-01-22 20:12:00+00:00,-73.964167,40.80771,-73.956775,40.773925,2,3,0,0,21,3.807913776160955,5282.0,1079.0,2,1,2_1
1668,6.6,2009-01-22 23:04:28+00:00,-73.996486,40.732376,-73.98909499999999,40.722211,1,0,0,0,21,1.2905284264965915,1903.0,528.0,1,0,1_0
1670,11.1,2009-01-22 17:52:04+00:00,-74.002131,40.719145000000005,-73.98230600000001,40.73982,1,1,0,0,21,2.841801522843475,3305.0,844.0,1,0,1_0
1672,8.9,2009-01-22 11:42:46+00:00,-73.974812,40.759599,-73.994331,40.745535,1,2,0,0,21,2.2691175304605387,2974.0,829.0,2,1,2_1
1675,9.8,2009-01-22 21:04:38+00:00,-73.977874,40.725464,-74.006169,40.7399,2,3,0,0,21,2.874145897955554,3477.0,996.0,1,1,1_1
1676,8.1,2009-01-22 11:05:00+00:00,-73.990963,40.754562,-73.96905699999999,40.758117,2,2,0,0,21,1.8869971976707736,2677.0,740.0,2,0,2_0
1677,4.9,2009-01-22 09:56:00+00:00,-74.00048699999999,40.761503000000005,-73.991958,40.754838,1,1,0,0,21,1.0321381057870844,1301.0,367.0,2,0,2_0
1679,7.3,2009-01-22 20:51:00+00:00,-74.010277,40.705175,-73.992227,40.725338,1,3,0,0,21,2.7094202341365508,5967.0,990.0,1,0,1_0
1681,7.3,2009-01-22 23:16:00+00:00,-74.008577,40.72036,-73.99679499999999,40.74948,2,0,0,0,21,3.3867525243269223,3553.0,727.0,1,0,1_0
1682,5.7,2009-01-22 13:19:00+00:00,-73.841797,40.629947,-73.84366700000001,40.644772,2,2,0,0,21,1.655999389726523,5362.0,420.0,0,2,0_2
1684,7.0,2009-01-22 21:10:53+00:00,-73.992835,40.730685,-73.97807,40.745839,1,3,0,0,21,2.094488925275042,2338.0,486.0,1,0,1_0
1685,8.5,2009-01-22 15:59:07+00:00,-73.979455,40.786721,-73.95600300000001,40.784569,1,2,0,0,21,1.9889230194796548,2814.0,561.0,2,1,2_1
1687,8.9,2009-01-23 00:23:00+00:00,-73.987225,40.739145,-73.961343,40.767025,1,0,0,0,21,3.789944613785925,4362.0,1040.0,1,0,1_0
1689,10.3,2009-01-22 18:15:30+00:00,-73.965645,40.76195,-73.97568100000001,40.781940000000006,1,1,0,0,21,2.378028666354636,3637.0,741.0,2,1,2_1
1690,6.5,2009-01-22 13:11:41+00:00,-73.979526,40.755401,-73.999993,40.762738,2,2,0,0,21,1.907158543923207,2108.0,630.0,2,1,2_1
1691,9.3,2009-01-22 08:03:00+00:00,-73.955698,40.776075,-73.979445,40.755313,5,1,0,1,21,3.054409882379563,5169.0,926.0,2,1,2_1
1694,5.9,2009-01-22 18:48:40+00:00,-74.004171,40.742829,-74.009088,40.730647,1,1,0,0,21,1.4165111564585957,2378.0,473.0,1,0,1_0
1695,6.5,2009-01-22 13:20:00+00:00,-74.00666700000001,40.731375,-73.999802,40.753512,1,2,0,0,21,2.5285541119163364,3117.0,536.0,1,0,1_0
1697,10.1,2009-01-22 10:07:00+00:00,-73.985023,40.732388,-73.992112,40.749358,2,2,0,0,21,1.979237766636022,2773.0,715.0,1,0,1_0
1698,6.1,2009-01-22 09:51:01+00:00,-73.992857,40.753449,-73.981312,40.759378000000005,1,1,0,0,21,1.174843390571004,1648.0,566.0,2,0,2_0
1699,10.9,2009-01-22 10:41:37+00:00,-73.968416,40.786631,-73.97241899999999,40.759043,1,2,0,0,21,3.086110333302245,4086.0,919.0,2,1,2_1
1700,5.8,2009-01-22 23:14:35+00:00,-73.991529,40.759592,-73.983038,40.764773,1,0,0,0,21,0.9183142814207804,1973.0,551.0,2,0,2_0
1701,9.4,2009-01-22 22:55:20+00:00,-73.986315,40.739053000000006,-74.009552,40.708695,1,3,0,0,21,3.9025081528602072,4305.0,1031.0,1,0,1_0
1703,6.9,2009-01-22 08:51:00+00:00,-73.987238,40.776627000000005,-74.000015,40.754932,5,1,0,1,21,2.6414810354351066,2875.0,551.0,2,0,2_0
1704,12.1,2009-01-22 08:29:00+00:00,-73.962125,40.767642,-73.975092,40.79276,3,1,0,0,21,2.998810627134548,4171.0,819.0,2,1,2_1
1705,9.4,2009-01-22 21:39:34+00:00,-73.961642,40.745637,-73.96167,40.745285,1,3,0,0,21,0.0392116264918087,4735.0,464.0,1,1,1_1
1706,5.4,2009-01-22 22:14:31+00:00,-73.984445,40.748485,-73.977245,40.755199,2,3,0,0,21,0.9618674006283168,1133.0,323.0,1,0,1_0
1707,4.5,2009-01-22 13:14:06+00:00,-73.985952,40.75639,-73.98195600000001,40.752786,2,2,0,0,21,0.5233451669820923,1159.0,405.0,2,0,2_0
1708,7.3,2009-01-22 07:40:00+00:00,-73.988763,40.745277,-73.96713000000001,40.7527,1,0,0,0,21,2.000547417135456,3339.0,897.0,1,0,1_0
1710,14.2,2009-01-22 22:36:25+00:00,-73.993776,40.720853000000005,-73.953751,40.767377,1,3,0,0,21,6.175114748030547,8075.0,1190.0,1,0,1_0
1711,11.7,2009-01-22 12:08:15+00:00,-73.958671,40.775193,-73.974419,40.74426,2,2,0,0,21,3.6864714163611465,4999.0,678.0,2,1,2_1
1712,6.5,2009-01-22 11:41:35+00:00,-73.99228000000001,40.753828000000006,-73.987959,40.768723,2,2,0,0,21,1.695760141825171,2121.0,564.0,2,0,2_0
1713,4.5,2009-01-22 09:38:00+00:00,-73.988718,40.731223,-73.99398199999999,40.738778,1,1,0,0,21,0.9499712857749288,1304.0,338.0,1,0,1_0
1715,13.7,2009-01-22 20:00:00+00:00,-73.973573,40.743877000000005,-73.923455,40.760333,1,3,0,0,21,4.601173546090692,6740.0,1004.0,1,1,1_1
1716,5.3,2009-01-22 14:12:11+00:00,-73.990332,40.740881,-73.987695,40.730488,1,2,0,0,21,1.1768130973152118,1699.0,440.0,1,0,1_0
1717,5.3,2009-01-22 15:55:17+00:00,-73.98983299999999,40.735159,-73.985318,40.741389,1,2,0,0,21,0.7903151743105131,1245.0,320.0,1,0,1_0
1718,9.7,2009-01-22 12:11:00+00:00,-73.981273,40.773697,-73.97149,40.754812,3,2,0,0,21,2.255767772828256,3248.0,932.0,2,1,2_1
1720,4.9,2009-01-22 17:18:00+00:00,-73.97874200000001,40.787695,-73.97811,40.778277,1,1,0,0,21,1.048584830665205,1436.0,322.0,2,1,2_1
1721,6.1,2009-01-22 15:55:26+00:00,-73.992862,40.730019,-74.001319,40.739347,1,2,0,0,21,1.258403574245471,1893.0,487.0,1,0,1_0
1722,4.5,2009-01-22 11:59:00+00:00,-73.965427,40.769083,-73.966453,40.761947,1,2,0,0,21,0.7981778310472855,1139.0,327.0,2,1,2_1
1723,6.3,2009-01-22 19:24:28+00:00,-73.977772,40.752975,-73.984652,40.746817,2,3,0,0,21,0.8970783541910371,1307.0,392.0,2,1,2_1
1724,11.7,2009-01-22 09:22:06+00:00,-73.955105,40.782875,-73.978418,40.763576,1,1,0,0,21,2.9084400981448173,4763.0,1052.0,2,1,2_1
1725,8.9,2009-01-22 08:10:00+00:00,-73.971713,40.763393,-73.950153,40.786945,1,1,0,0,21,3.18659307694686,3540.0,648.0,2,1,2_1
1726,10.1,2009-01-22 10:35:00+00:00,-73.954297,40.774467,-73.97444200000001,40.750322,1,2,0,0,21,3.1759668911902352,5187.0,739.0,2,1,2_1
1727,6.5,2009-01-22 13:10:24+00:00,-73.96356800000001,40.768464,-73.954516,40.783886,1,2,0,0,21,1.876613511383196,2020.0,477.0,2,1,2_1
1729,4.9,2009-01-22 17:23:00+00:00,-73.99169300000001,40.750343,-74.004513,40.746183,1,1,0,0,21,1.1748476413666398,1686.0,353.0,2,0,2_0
1730,5.7,2009-01-23 20:22:00+00:00,-73.978105,40.752343,-73.990545,40.76121,2,3,0,0,22,1.4387583926197758,1854.0,598.0,2,1,2_1
1731,7.0,2009-01-24 00:15:09+00:00,-74.00029,40.742742,-73.98198000000001,40.750645,4,0,1,0,22,1.7752282937698145,2447.0,697.0,1,0,1_0
1733,10.9,2009-01-23 19:16:00+00:00,-74.006917,40.715425,-73.997362,40.752977,6,3,0,1,22,4.252495780161185,5467.0,977.0,1,0,1_0
1734,10.9,2009-01-23 08:31:00+00:00,-73.952062,40.769362,-73.983633,40.761283,1,1,0,0,22,2.8065068813753573,4608.0,954.0,2,1,2_1
1735,7.3,2009-01-23 13:18:27+00:00,-73.961706,40.771417,-73.97322199999999,40.762554,1,2,0,0,22,1.382686108591584,1712.0,437.0,2,1,2_1
1736,9.7,2009-01-23 21:13:00+00:00,-74.005717,40.745683,-73.966778,40.761447,1,3,0,0,22,3.7189523663885367,5160.0,1181.0,1,0,1_0
1737,7.3,2009-01-23 21:57:00+00:00,-74.015875,40.711593,-74.003072,40.72778,3,3,0,0,22,2.0985442313355542,2687.0,569.0,1,0,1_0
1738,7.5,2009-01-23 16:41:25+00:00,-73.98161,40.76829,-73.99613599999999,40.743486,1,2,0,0,22,3.017285224552916,3903.0,899.0,2,1,2_1
1739,4.5,2009-01-23 16:51:00+00:00,-73.976733,40.750925,-73.983372,40.738998,1,2,0,0,22,1.4393313300241255,1582.0,332.0,2,1,2_1
1741,8.7,2009-01-23 16:30:32+00:00,-73.99336,40.752697,-73.976309,40.751617,1,2,0,0,22,1.441296773841741,1878.0,621.0,2,0,2_0
1742,7.7,2009-01-23 13:36:43+00:00,-73.95322900000001,40.775759,-73.952228,40.789812,2,2,0,0,22,1.564893475281232,2372.0,556.0,2,1,2_1
1743,7.7,2009-01-23 08:46:00+00:00,-74.00326,40.733072,-74.014813,40.714252,5,1,0,1,22,2.3080734265532707,2812.0,603.0,1,0,1_0
1744,5.3,2009-01-23 12:34:00+00:00,-73.962837,40.769173,-73.96923000000001,40.764067,1,2,0,0,22,0.7824461803635291,1353.0,363.0,2,1,2_1
1748,6.9,2009-01-23 23:11:00+00:00,-73.977323,40.784478,-73.958048,40.808128,1,0,0,0,22,3.0900304091159425,3257.0,593.0,2,1,2_1
1749,9.3,2009-01-23 22:53:40+00:00,-73.96202,40.759473,-73.990375,40.756675,1,3,0,0,22,2.408441000590268,3749.0,1117.0,2,1,2_1
1750,16.2,2009-01-23 23:34:27+00:00,-73.99595699999999,40.767597,-74.014678,40.709536,1,0,0,0,22,6.645967902847665,8507.0,1266.0,2,0,2_0
1751,10.5,2009-01-23 22:17:00+00:00,-73.96762199999999,40.803072,-73.978757,40.763778,5,3,0,1,22,4.468741783196911,6885.0,982.0,2,1,2_1
1752,6.1,2009-01-23 15:26:00+00:00,-74.006263,40.734095,-74.006943,40.7193,2,2,0,0,22,1.64612657134235,2056.0,470.0,1,0,1_0
1753,10.1,2009-01-23 23:45:00+00:00,-73.983752,40.7382,-73.982578,40.770798,4,0,0,0,22,3.626080872322772,4862.0,1221.0,1,0,1_0
1754,9.1,2009-01-23 19:52:51+00:00,-73.975713,40.765589,-73.987826,40.750368,3,3,0,0,22,1.9762209395469683,3185.0,927.0,2,1,2_1
1756,8.6,2009-01-23 01:45:13+00:00,-73.984892,40.768399,-73.978701,40.785429,2,0,0,0,22,1.9640939631994443,2496.0,638.0,2,0,2_0
1757,5.3,2009-01-23 14:10:00+00:00,-73.98755799999999,40.743612,-73.998237,40.73069,1,2,0,0,22,1.6953199698833883,2086.0,489.0,1,0,1_0
1758,10.3,2009-01-23 17:26:40+00:00,-73.978063,40.752124,-73.992659,40.730395,1,1,0,0,22,2.7110775321890785,3345.0,832.0,2,1,2_1
1759,7.3,2009-01-23 07:48:00+00:00,-73.98254,40.739419,-73.971734,40.761997,1,0,0,0,22,2.6704829197103264,3625.0,876.0,1,0,1_0
1760,9.7,2009-01-23 21:39:00+00:00,-73.991388,40.750002,-73.987148,40.7269,1,3,0,0,22,2.5935448908693965,3631.0,825.0,1,0,1_0
1762,9.8,2009-01-23 23:56:28+00:00,-74.007675,40.705689,-73.987686,40.722945,1,0,0,0,22,2.5534312710638205,4966.0,683.0,1,0,1_0
1764,6.2,2009-01-23 22:44:14+00:00,-73.986042,40.756628000000006,-73.973812,40.74713,1,3,0,0,22,1.4753674697258132,1883.0,588.0,2,0,2_0
1765,11.5,2009-01-23 19:27:04+00:00,-73.957799,40.776148,-73.986687,40.760196,2,3,0,0,22,3.0107707196996296,4022.0,1087.0,2,1,2_1
1766,9.7,2009-01-23 22:19:00+00:00,-73.988147,40.736943,-73.95970200000001,40.768075,5,3,0,1,22,4.210050474745199,4572.0,1030.0,1,0,1_0
1767,8.5,2009-01-23 20:23:00+00:00,-73.962313,40.779082,-73.980593,40.754822,1,3,0,0,22,3.1059529389114138,3813.0,959.0,2,1,2_1
